restaurant_name,rating,reviews_given,restaurant_location,cuisines,average_cost_for_two,order_category,city,restaurant_category,has_online_order,has_table_booking,num_cuisines
Bismilla Kabab & Biryani Centre,3.2,4,Kalyan Nagar,"North Indian, Chinese",300.0,Dine-out,Kammanahalli,Quick Bites,0,0,2
Mazedaar,3.2,10,HBR Layout,"North Indian, Chinese",300.0,Dine-out,Kammanahalli,Quick Bites,0,0,2
Sri Krishna Bhavan,3.4,14,Kalyan Nagar,"South Indian, North Indian",250.0,Dine-out,Kammanahalli,Quick Bites,0,0,2
Turf's Up,0.0,0,HBR Layout,Fast Food,300.0,Dine-out,Kammanahalli,Quick Bites,0,0,1
New Udupi Grand,0.0,0,Kalyan Nagar,"North Indian, South Indian, Chinese",300.0,Dine-out,Kammanahalli,Quick Bites,0,0,3
Leung Fast Food,3.5,13,Banaswadi,"Chinese, Fast Food, Seafood, Momos",400.0,Dine-out,Kammanahalli,Quick Bites,0,0,4
Paper Cup Cafe,3.5,11,Kalyan Nagar,"Tea, Coffee, Fast Food",400.0,Dine-out,Kammanahalli,Quick Bites,0,0,3
Indira Canteen,0.0,0,Banaswadi,South Indian,300.0,Dine-out,Kammanahalli,Quick Bites,0,0,1
Zam Zam Restaurant,3.1,7,Banaswadi,"Chinese, North Indian",400.0,Dine-out,Kammanahalli,Quick Bites,0,0,2
Parantha Singh,3.6,33,Kalyan Nagar,North Indian,300.0,Dine-out,Kammanahalli,Quick Bites,0,0,1
Ahmad's Chicken Hut,3.2,9,Banaswadi,"North Indian, Chinese",200.0,Dine-out,Kammanahalli,Quick Bites,0,0,2
Crunchees Cafeteria,3.4,11,Kalyan Nagar,Fast Food,400.0,Dine-out,Kammanahalli,Quick Bites,0,0,1
Sri Banasankri Donne Biriyani,3.4,6,Kalyan Nagar,Biryani,400.0,Dine-out,Kammanahalli,Quick Bites,0,0,1
Juba Cafe,3.4,13,Kalyan Nagar,Juices,100.0,Dine-out,Kammanahalli,Quick Bites,0,0,1
Karnataka Biryani Corner,0.0,0,Banaswadi,"Biryani, Chinese",250.0,Dine-out,Kammanahalli,Quick Bites,0,0,2
Khan's,0.0,0,HBR Layout,"Biryani, Kebab",200.0,Dine-out,Kammanahalli,Quick Bites,0,0,2
7 Spice,3.4,5,Banaswadi,"Biryani, Chinese",250.0,Dine-out,Kammanahalli,Quick Bites,0,0,2
Hotel New Karthik,0.0,0,Banaswadi,"South Indian, Biryani",300.0,Dine-out,Kammanahalli,Quick Bites,0,0,2
Al Madhina Roll House,3.4,6,Kalyan Nagar,"North Indian, Chinese",300.0,Dine-out,Kammanahalli,Quick Bites,0,0,2
Lakshmi Bhavan Vegetarian,0.0,0,Kalyan Nagar,South Indian,100.0,Dine-out,Kammanahalli,Quick Bites,0,0,1
Cafe Qissa,3.3,5,Kalyan Nagar,"Burger, Cafe, Drinks Only, Juices",100.0,Dine-out,Kammanahalli,Quick Bites,0,0,4
Yamiez Chinese,0.0,0,Kalyan Nagar,Chinese,200.0,Dine-out,Kammanahalli,Quick Bites,0,0,1
Ruchi Food Plaza,0.0,0,Kalyan Nagar,"North Indian, South Indian",150.0,Dine-out,Kammanahalli,Quick Bites,0,0,2
Hotel Dharshan,0.0,0,Kalyan Nagar,South Indian,150.0,Dine-out,Kammanahalli,Quick Bites,0,0,1
Black Pepper,0.0,0,Banaswadi,"North Indian, South Indian, Biryani",200.0,Dine-out,Kammanahalli,Quick Bites,0,0,3
Meat Up Barbecue & More,3.7,17,Kalyan Nagar,"BBQ, Fast Food",400.0,Dine-out,Kammanahalli,Quick Bites,0,0,2
Samosa Singh,0.0,0,Kalyan Nagar,"North Indian, Mithai",250.0,Dine-out,Kammanahalli,Quick Bites,0,0,2
Heaven Biryani And Shawarma,0.0,0,Banaswadi,"North Indian, Chinese, Biryani",350.0,Dine-out,Kammanahalli,Quick Bites,0,0,3
Ambur Khousia Biryani Corner,0.0,0,Banaswadi,Biryani,100.0,Dine-out,Kammanahalli,Quick Bites,0,0,1
Hong Kong Noodle,0.0,0,Banaswadi,"Chinese, Seafood",400.0,Dine-out,Kammanahalli,Quick Bites,0,0,2
Cafeteria Al - Falah,3.3,5,Banaswadi,"Fast Food, North Indian",300.0,Dine-out,Kammanahalli,Quick Bites,0,0,2
Ranga's Paradise,3.3,38,Banaswadi,South Indian,150.0,Dine-out,Kammanahalli,Quick Bites,0,0,1
Chaitra Restaurant,3.7,37,Kalyan Nagar,"North Indian, Chinese",700.0,Dine-out,Kammanahalli,Quick Bites,1,0,2
Paranthas and Dosas,3.7,300,Kalyan Nagar,"North Indian, South Indian",400.0,Dine-out,Kammanahalli,Quick Bites,0,0,2
Naina Nand Food Express,3.4,9,HBR Layout,"North Indian, Chinese",300.0,Dine-out,Kammanahalli,Quick Bites,1,0,2
Chickpet Donne Biriyani Mane,3.0,19,Kalyan Nagar,"Biryani, Kebab",350.0,Dine-out,Kammanahalli,Quick Bites,1,0,2
The Bridge Walk Cafe,3.8,74,Kengeri,"Cafe, Continental",500.0,Dine-out,Kammanahalli,Cafe,0,0,2
Altaf's Chillies Restaurant,3.9,237,Frazer Town,"North Indian, Chinese",500.0,Dine-out,Kammanahalli,Casual Dining,1,0,2
Sanky's Burger House,4.3,345,Hennur,"Burger, Fast Food",300.0,Dine-out,Kammanahalli,Quick Bites,1,0,2
Sunny Side Bistro,3.8,365,Frazer Town,"Cafe, Continental",700.0,Dine-out,Kammanahalli,Cafe,1,0,2
Al-Baik Tandoori Restaurant,3.7,117,Nagawara,"North Indian, Chinese, Arabian, Biryani, Rolls",450.0,Dine-out,Kammanahalli,Quick Bites,1,0,5
Sultan - Palace Darbar Restaurant,3.2,7,Nagawara,"North Indian, Chinese",400.0,Dine-out,Kammanahalli,Quick Bites,0,0,2
Hennuru Cafe & Restaurant,0.0,0,Hennur,"South Indian, Fast Food, Kerala, Beverages",200.0,Dine-out,Kammanahalli,Quick Bites,0,0,4
Cafe Jezve,3.8,18,Koramangala 5th Block,Cafe,500.0,Dine-out,Kammanahalli,Cafe,0,0,1
Sulemani Chichas,0.0,0,Hennur,"Biryani, Hyderabadi, Kebab",300.0,Dine-out,Kammanahalli,Quick Bites,1,0,3
SV Indian Restaurant,3.4,12,Hennur,"North Indian, Chinese",400.0,Dine-out,Kammanahalli,Quick Bites,0,0,2
Hotel Zam Zam,3.2,37,Hennur,"North Indian, Chinese",300.0,Dine-out,Kammanahalli,Quick Bites,1,0,2
Hotel New Karavali,3.5,8,Hennur,"Chinese, Mangalorean, Seafood, North Indian",550.0,Dine-out,Kammanahalli,Casual Dining,1,0,4
Shammah's,3.3,21,Hennur,"Chinese, North Indian",300.0,Dine-out,Kammanahalli,Quick Bites,0,0,2
Just Protein,3.4,5,North Bangalore,"Chinese, Fast Food",350.0,Dine-out,Kammanahalli,Food Truck,1,0,2
Bismillah Hotel,0.0,0,Hennur,"Biryani, North Indian, Kebab",250.0,Dine-out,Kammanahalli,Quick Bites,0,0,3
Keral Kitchen,0.0,0,Frazer Town,"South Indian, Kerala",300.0,Dine-out,Kammanahalli,Quick Bites,0,0,2
Sandesh Restaurant,2.9,4,Hennur,"Biryani, Chinese, North Indian, Bengali",350.0,Dine-out,Kammanahalli,Quick Bites,1,0,4
Bilal Kabab Corner,0.0,0,Nagawara,"Mughlai, Chinese",300.0,Dine-out,Kammanahalli,Quick Bites,0,0,2
Jai Karnataka Biryani Paradise,0.0,0,Nagawara,North Indian,150.0,Dine-out,Kammanahalli,Quick Bites,0,0,1
Hariharan Tiffen Centre,0.0,0,Nagawara,South Indian,200.0,Dine-out,Kammanahalli,Quick Bites,0,0,1
Ambur Hot Dum Biryani,3.1,6,Hennur,"Biryani, Kebab",250.0,Dine-out,Kammanahalli,Quick Bites,0,0,2
New Udupi Park Deluxe,3.6,77,Hennur,"South Indian, North Indian, Chinese",400.0,Dine-out,Kammanahalli,Quick Bites,0,0,3
FM Biryani Plaza,0.0,0,Hennur,Biryani,150.0,Dine-out,Kammanahalli,Quick Bites,0,0,1
Mini Fast Food,3.1,11,Frazer Town,"Fast Food, Chinese",150.0,Dine-out,Kammanahalli,Quick Bites,0,0,2
Masaala Town,0.0,0,Nagawara,"Biryani, Fast Food",250.0,Dine-out,Kammanahalli,Quick Bites,0,0,2
Hiya Bismillah Hotel,0.0,0,Nagawara,"North Indian, Biryani",200.0,Dine-out,Kammanahalli,Quick Bites,0,0,2
Feel The Taste,0.0,0,Hennur,Beverages,300.0,Dine-out,Kammanahalli,Beverage Shop,0,0,1
New Prashanthi Donne Biryani,3.2,6,Frazer Town,Biryani,300.0,Dine-out,Kammanahalli,Quick Bites,0,0,1
Hotel AL-Zaioa,0.0,0,Hennur,"Biryani, Chinese, North Indian",400.0,Dine-out,Kammanahalli,Quick Bites,0,0,3
Krishna Leela Grand,0.0,0,Hennur,"South Indian, North Indian, Chinese",200.0,Dine-out,Kammanahalli,Quick Bites,0,0,3
Hotel Sri Devi (Veg & Non Veg),0.0,0,Hennur,"Biryani, South Indian",300.0,Dine-out,Kammanahalli,Quick Bites,0,0,2
RBN Fast Food,0.0,0,Hennur,"South Indian, Fast Food",300.0,Dine-out,Kammanahalli,Quick Bites,0,0,2
Bangalore Vibes,3.2,4,Hennur,"North Indian, Chinese",300.0,Dine-out,Kammanahalli,Quick Bites,1,0,2
Vijayalakshmi Veg,3.9,34,Nagawara,South Indian,150.0,Dine-out,Kammanahalli,Quick Bites,1,0,1
Silver Spoon Restaurant,3.2,55,Hennur,"North Indian, Chinese, Continental",400.0,Dine-out,Kammanahalli,Quick Bites,1,0,3
Thalassery Plaza,3.5,33,Hennur,"Kerala, North Indian, Chinese",400.0,Dine-out,Kammanahalli,Quick Bites,1,0,3
The Local,4.2,1198,Kalyan Nagar,"Finger Food, Continental, Italian, Salad",1400.0,Drinks & nightlife,Kammanahalli,Pub,1,1,4
Float Brewery,4.3,419,Kalyan Nagar,European,1800.0,Drinks & nightlife,Kammanahalli,Microbrewery,0,1,1
Brewklyn Microbrewery,4.5,2330,Kalyan Nagar,"American, Continental, Pizza",2000.0,Drinks & nightlife,Kammanahalli,Microbrewery,1,1,3
Twins,3.8,139,Kammanahalli,"North Indian, Chinese, Continental",500.0,Drinks & nightlife,Kammanahalli,Casual Dining,0,0,3
H3O,3.1,12,Kammanahalli,"North Indian, Chinese",1000.0,Drinks & nightlife,Kammanahalli,Bar,0,0,2
Davis Bar And Restaurant,3.0,31,Kammanahalli,"North Indian, Finger Food, Chinese",700.0,Drinks & nightlife,Kammanahalli,Bar,0,0,3
Hoppipola,4.4,815,Kalyan Nagar,"Continental, Fast Food, European",1200.0,Drinks & nightlife,Kammanahalli,Lounge,1,1,3
Wanderers,4.0,661,Kalyan Nagar,"Continental, North Indian, South Indian, Italian",1500.0,Drinks & nightlife,Kammanahalli,Microbrewery,0,1,4
Sherlock's Pub,3.8,361,Kalyan Nagar,"Continental, North Indian, Chinese, Italian",1300.0,Drinks & nightlife,Kammanahalli,Pub,1,1,4
FireHouse - Bar & Kitchen,3.9,753,HBR Layout,"Continental, American, Chinese, BBQ, Salad, Italian",1500.0,Drinks & nightlife,Kammanahalli,Pub,1,1,6
Pecos Mojo,4.0,159,Banaswadi,Finger Food,1100.0,Drinks & nightlife,Kammanahalli,Pub,0,0,1
Bottoms Up Resto Bar,3.9,248,Kalyan Nagar,"Finger Food, Italian, Continental",1200.0,Drinks & nightlife,Kammanahalli,Bar,1,0,3
Fiddler's Green,3.9,74,Kalyan Nagar,"Continental, American, Indonesian, Asian, Thai",1200.0,Drinks & nightlife,Kammanahalli,Casual Dining,0,1,5
Agent Jack's Bar,4.0,377,Kalyan Nagar,"Continental, North Indian, Italian",1300.0,Drinks & nightlife,Kammanahalli,Bar,0,1,3
Knowhere,3.8,52,Banaswadi,"Continental, Finger Food",1300.0,Drinks & nightlife,Kammanahalli,Bar,0,0,2
The Sky Lounge - Tamarind Hospitality,3.7,100,Banaswadi,"North Indian, South Indian, Chinese, Continental",1200.0,Drinks & nightlife,Kammanahalli,Bar,0,0,4
Sultans of Spice,4.5,3468,Koramangala 5th Block,"North Indian, Mughlai, Salad",1300.0,Buffet,Koramangala 4th Block,Casual Dining,1,1,3
Buff Buffet Buff,4.5,3156,Koramangala 5th Block,"North Indian, Chinese, Continental, Thai, Salad",1500.0,Buffet,Koramangala 4th Block,Casual Dining,1,1,5
The Black Pearl,4.7,10471,Koramangala 5th Block,"North Indian, European, Mediterranean",1400.0,Buffet,Koramangala 4th Block,Casual Dining,0,1,3
Onesta,4.4,9064,Koramangala 4th Block,"Pizza, Cafe, Italian",600.0,Buffet,Koramangala 4th Block,Casual Dining,1,1,3
Hanoi - Vietnamese Cuisine,4.4,1804,Koramangala 4th Block,Vietnamese,1000.0,Buffet,Koramangala 4th Block,Casual Dining,1,1,1
Banjara Melting Pot,4.2,767,Koramangala 4th Block,"North Indian, Chinese, Seafood",1700.0,Buffet,Koramangala 4th Block,Casual Dining,1,1,3
Cilantro,4.0,281,Koramangala 4th Block,"European, American, Continental, North Indian, Steak",1500.0,Buffet,Koramangala 4th Block,Casual Dining,1,1,5
China Down Town,3.5,5,Koramangala 4th Block,Chinese,800.0,Buffet,Koramangala 4th Block,Casual Dining,1,0,1
XOOX Brewmill,4.4,1555,Koramangala 5th Block,"Modern Indian, European, Asian",2000.0,Buffet,Koramangala 4th Block,Microbrewery,0,1,3
Boho,4.2,1741,Koramangala 5th Block,"Continental, Asian, American, North Indian, Desserts",1200.0,Buffet,Koramangala 4th Block,Casual Dining,0,1,5
Foxtrot - House of Subculture,4.4,369,Koramangala 3rd Block,"Cafe, American, Asian, North Indian",1000.0,Buffet,Koramangala 4th Block,Cafe,0,1,4
Asia Kitchen By Mainland China,4.9,2215,Koramangala 5th Block,"Asian, Chinese, Thai, Momos",1500.0,Buffet,Koramangala 4th Block,Casual Dining,1,1,4
Barbeque Nation,4.7,3617,Koramangala 1st Block,"North Indian, European, Mediterranean, BBQ, Kebab",1600.0,Buffet,Koramangala 4th Block,Casual Dining,0,1,5
Punjab Bistro,4.4,457,Koramangala 7th Block,North Indian,1500.0,Buffet,Koramangala 4th Block,Casual Dining,1,1,1
Bonsouth,4.2,2620,Koramangala 5th Block,"Chettinad, Andhra, Kerala",1300.0,Buffet,Koramangala 4th Block,Casual Dining,1,1,3
By The Blue - Grand Mercure,4.1,786,Koramangala 3rd Block,"North Indian, Mughlai",1500.0,Buffet,Koramangala 4th Block,Casual Dining,0,1,2
Toscano,4.5,717,Koramangala 7th Block,"Italian, Salad",1500.0,Buffet,Koramangala 4th Block,Casual Dining,1,1,2
Barleyz,3.8,4646,Koramangala 6th Block,"North Indian, Continental, Chinese",2000.0,Buffet,Koramangala 4th Block,Lounge,0,0,3
Salt - Indian Restaurant Bar & Grill,4.4,679,Koramangala 7th Block,"North Indian, Mughlai, Biryani",1500.0,Buffet,Koramangala 4th Block,Casual Dining,1,1,3
Empire Restaurant,4.1,6914,Koramangala 5th Block,"North Indian, Mughlai, South Indian, Chinese",750.0,Buffet,Koramangala 4th Block,Casual Dining,1,0,4
Magnolia,4.1,673,Koramangala 3rd Block,"Chinese, Thai, Asian",900.0,Buffet,Koramangala 4th Block,Casual Dining,1,1,3
Hunan,4.3,2245,Koramangala 5th Block,"Chinese, Thai, Momos",1100.0,Buffet,Koramangala 4th Block,Casual Dining,0,1,3
Tangerine - Davanam Sarovar Portico Suites,4.0,150,Koramangala 2nd Block,"Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese",1100.0,Buffet,Koramangala 4th Block,Casual Dining,1,1,8
Oye Amritsar,4.0,1863,Koramangala 6th Block,North Indian,600.0,Buffet,Koramangala 4th Block,Casual Dining,1,1,1
The Flying Trapeze,0.0,0,Koramangala 5th Block,"North Indian, Continental, Chinese",1500.0,Buffet,Koramangala 4th Block,Lounge,0,1,3
China Bowl,3.9,455,Koramangala 6th Block,Chinese,1000.0,Buffet,Koramangala 4th Block,Casual Dining,1,0,1
Over The Top Terrace Lounge,3.9,1389,Koramangala 5th Block,"Continental, North Indian",1400.0,Buffet,Koramangala 4th Block,Lounge,0,1,2
Naati Manae,3.9,484,Koramangala 5th Block,"North Indian, South Indian, Chinese, Biryani",700.0,Buffet,Koramangala 4th Block,Casual Dining,1,1,4
Saara's Cafe - SS Lumina Hotel,4.2,117,Koramangala 7th Block,"North Indian, South Indian, Chinese, Arabian",800.0,Buffet,Koramangala 4th Block,Casual Dining,0,1,4
12th Main - Grand Mercure,4.1,354,Koramangala 3rd Block,"European, Asian",2000.0,Buffet,Koramangala 4th Block,Fine Dining,0,1,2
Saara's Grill n Spice - SS Lumina Hotel,4.3,104,Koramangala 7th Block,"North Indian, Arabian, Beverages",1000.0,Buffet,Koramangala 4th Block,Casual Dining,0,1,3
Embers - Nandhana Grand Hotel,3.8,38,Koramangala 6th Block,"North Indian, South Indian, Thai, Chinese, Continental",900.0,Buffet,Koramangala 4th Block,Casual Dining,0,0,5
Urban Spoon Buffet Restaurant,3.5,32,Koramangala 5th Block,"North Indian, Chinese",1000.0,Buffet,Koramangala 4th Block,Casual Dining,0,1,2
Ministry of Food - Hilton Bangalore Embassy GolfLinks,4.2,468,Domlur,"North Indian, Asian, South Indian, Italian, European",3000.0,Buffet,Koramangala 4th Block,Fine Dining,0,1,5
Kitchen On Table,4.3,791,HSR,"BBQ, Chinese, Japanese, Asian",1000.0,Buffet,Koramangala 4th Block,Casual Dining,1,0,4
Bonum cibum,4.5,217,HSR,"Lebanese, Turkish",1200.0,Buffet,Koramangala 4th Block,Casual Dining,1,0,2
Sidewalk Cafe & Bar - The Paul Bangalore,4.2,217,Domlur,"European, Italian, Asian",1500.0,Buffet,Koramangala 4th Block,Casual Dining,1,1,3
Savoury Restaurant,3.9,421,BTM,"Arabian, North Indian, Chinese, Fast Food",800.0,Buffet,Koramangala 4th Block,Casual Dining,1,0,4
Shri Madhuram,3.9,371,HSR,"South Indian, North Indian",400.0,Buffet,Koramangala 4th Block,Casual Dining,0,0,2
Howrah Bridge,3.3,292,HSR,"Bengali, Seafood",600.0,Buffet,Koramangala 4th Block,Casual Dining,1,0,2
Atithi,3.9,224,HSR,"North Indian, Chinese, Street Food",800.0,Buffet,Koramangala 4th Block,Casual Dining,1,1,3
Avanti Indian Barbeque & Grill,3.4,46,Domlur,North Indian,1100.0,Buffet,Koramangala 4th Block,Casual Dining,0,0,1
SSignature,0.0,0,HSR,"North Indian, South Indian, Chinese",800.0,Buffet,Koramangala 4th Block,Casual Dining,0,0,3
Mr. Beans - Home Cafe,4.2,2714,Koramangala 3rd Block,"Cafe, Continental, Italian",1000.0,Cafes,Koramangala 4th Block,Cafe,1,1,3
Enerjuvate Studio & Cafe,4.4,467,Koramangala 4th Block,"Cafe, Continental, Healthy Food, Sandwich, Pizza, Desserts, Beverages",800.0,Cafes,Koramangala 4th Block,Cafe,0,1,7
The Hole in the Wall Cafe,4.6,7113,Koramangala 4th Block,"Cafe, American, Burger",600.0,Cafes,Koramangala 4th Block,Cafe,0,0,3
Onesta,4.4,9064,Koramangala 4th Block,"Pizza, Cafe, Italian",600.0,Cafes,Koramangala 4th Block,Casual Dining,1,1,3
Third Wave Coffee Roasters,4.4,1224,Koramangala 4th Block,"Cafe, Continental, Desserts",800.0,Cafes,Koramangala 4th Block,Cafe,0,0,3
Dialogues,4.1,314,Koramangala 4th Block,"Cafe, Continental",600.0,Cafes,Koramangala 4th Block,Cafe,0,0,2
Stoked!,4.3,294,Koramangala 4th Block,"Cafe, Italian, Pizza",850.0,Cafes,Koramangala 4th Block,Cafe,0,0,3
Attic Lounge,4.0,1236,Koramangala 4th Block,Cafe,700.0,Cafes,Koramangala 4th Block,Cafe,1,1,1
Qube Cafe,4.2,168,Koramangala 4th Block,"Cafe, Desserts",700.0,Cafes,Koramangala 4th Block,Cafe,1,0,2
Terra Bites,4.1,65,Koramangala 4th Block,"Cafe, Italian, Continental",700.0,Cafes,Koramangala 4th Block,Cafe,1,0,3
Smise,4.0,1208,Koramangala 4th Block,"Cafe, Continental, Italian, Burger, Pizza",650.0,Cafes,Koramangala 4th Block,Cafe,1,1,5
Cafe Coffee Day The Lounge,3.6,76,Koramangala 4th Block,"Cafe, Fast Food",650.0,Cafes,Koramangala 4th Block,Cafe,1,0,2
Costa Coffee,4.0,236,Koramangala 4th Block,"Cafe, Fast Food",500.0,Cafes,Koramangala 4th Block,Cafe,0,0,2
Hungry Travellers Cafe,3.8,27,Koramangala 4th Block,Cafe,450.0,Cafes,Koramangala 4th Block,Cafe,0,0,1
Barista,3.6,36,Koramangala 4th Block,Cafe,300.0,Cafes,Koramangala 4th Block,Cafe,0,0,1
G Resto Cafe,3.3,4,Koramangala 4th Block,"Cafe, Fast Food, Beverages",400.0,Cafes,Koramangala 4th Block,Cafe,0,0,3
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© S,3.2,4,Koramangala 4th Block,"Cafe, American, European",600.0,Cafes,Koramangala 4th Block,Cafe,0,0,3
Oregano Pizzeria,3.7,52,Koramangala 4th Block,"Cafe, Italian, Pizza",450.0,Cafes,Koramangala 4th Block,Cafe,1,0,3
Truffles,4.7,14690,Koramangala 5th Block,"Cafe, American, Burger, Steak",900.0,Cafes,Koramangala 4th Block,Cafe,0,0,4
Dyu Art Cafe,4.5,3838,Koramangala 5th Block,"Cafe, Italian, Fast Food",800.0,Cafes,Koramangala 4th Block,Cafe,0,0,3
Om Made Cafe,4.1,2730,Koramangala 5th Block,"Cafe, Continental, European, Juices",1300.0,Cafes,Koramangala 4th Block,Cafe,0,0,4
Zee5 Loft,4.4,360,Koramangala 6th Block,"Cafe, North Indian, Pizza, Sandwich, Salad",500.0,Cafes,Koramangala 4th Block,Cafe,1,0,5
Blue Tokai Coffee Roasters,4.0,67,Koramangala 8th Block,"Cafe, Coffee",400.0,Cafes,Koramangala 4th Block,Cafe,1,0,2
Sixth Avenue Cafe And Patisserie,4.4,168,Koramangala 5th Block,"Cafe, Italian, Desserts",600.0,Cafes,Koramangala 4th Block,Cafe,0,0,3
A Hole Lotta Love Cafe,4.4,2867,Koramangala 5th Block,"Cafe, American, Burger, Sandwich, Beverages",600.0,Cafes,Koramangala 4th Block,Cafe,1,0,5
Bistro Claytopia,4.1,1850,Koramangala 1st Block,"Cafe, American, Italian, Burger",600.0,Cafes,Koramangala 4th Block,Cafe,1,1,4
Dice N Dine,4.3,1804,Koramangala 5th Block,"Continental, Cafe, Italian, Fast Food, Steak",900.0,Cafes,Koramangala 4th Block,Casual Dining,1,1,5
Stoner,4.5,2611,Koramangala 5th Block,"Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500.0,Cafes,Koramangala 4th Block,Dessert Parlor,1,0,6
Cafe Thulp,4.1,3007,Koramangala 1st Block,"Cafe, Burger, Italian, Salad",1000.0,Cafes,Koramangala 4th Block,Cafe,1,0,4
Bearfoot Cafe,4.2,174,Koramangala 6th Block,Cafe,600.0,Cafes,Koramangala 4th Block,Cafe,1,0,1
YORK St.,4.4,946,Koramangala 5th Block,"Cafe, European, Continental",900.0,Cafes,Koramangala 4th Block,Cafe,1,0,3
Roundup Cafe,4.2,493,Koramangala 5th Block,"Cafe, Continental, Beverages",800.0,Cafes,Koramangala 4th Block,Cafe,1,1,3
Hungry Hippie,4.3,1469,Koramangala 5th Block,"Cafe, Continental, Italian, Burger",800.0,Cafes,Koramangala 4th Block,Cafe,0,1,4
Market Table,4.5,548,Koramangala 5th Block,"Cafe, Continental, Mediterranean, Beverages",900.0,Cafes,Koramangala 4th Block,Cafe,0,1,4
Mimansa @ Foxtrot,4.4,191,Koramangala 3rd Block,Cafe,1000.0,Cafes,Koramangala 4th Block,Cafe,1,1,1
Nuts Over Salads Cafe,4.4,204,Koramangala 5th Block,"Cafe, Salad",800.0,Cafes,Koramangala 4th Block,Cafe,1,1,2
Bundar,4.1,2448,Koramangala 6th Block,"Cafe, Burger, Fast Food, Desserts",700.0,Cafes,Koramangala 4th Block,Cafe,0,0,4
Lot Like Crepes,4.6,1026,Koramangala 7th Block,"Cafe, Desserts, Continental",550.0,Cafes,Koramangala 4th Block,Cafe,1,0,3
Starbucks,4.2,1358,Koramangala 7th Block,"Cafe, Desserts",700.0,Cafes,Koramangala 4th Block,Cafe,0,0,2
Cafe D'hide,4.2,872,Koramangala 5th Block,"Cafe, American, Continental, Italian",600.0,Cafes,Koramangala 4th Block,Cafe,1,1,4
Gudguda Prime Cafe,4.2,815,Koramangala 6th Block,"Cafe, Continental, Chinese, Italian",800.0,Cafes,Koramangala 4th Block,Cafe,0,1,4
Cafe Terra,4.1,778,Koramangala 1st Block,"Cafe, Continental",700.0,Cafes,Koramangala 4th Block,Cafe,1,0,2
Cafe Medley,4.2,1063,Koramangala 5th Block,"Cafe, Continental, Burger",800.0,Cafes,Koramangala 4th Block,Cafe,1,0,3
99 Pancakes,4.5,341,Koramangala 5th Block,"Desserts, Cafe",300.0,Cafes,Koramangala 4th Block,Dessert Parlor,1,0,2
Waffle Magic,4.1,86,Koramangala 6th Block,"Cafe, Desserts",700.0,Cafes,Koramangala 4th Block,Cafe,1,0,2
154 Breakfast Club,4.0,1513,Koramangala 3rd Block,"Cafe, Continental",900.0,Cafes,Koramangala 4th Block,Cafe,1,1,2
The Vacationer's Cafe,4.1,306,Koramangala 7th Block,"Cafe, Continental, Mexican",600.0,Cafes,Koramangala 4th Block,Cafe,1,0,3
Bistro Oui,4.1,402,Koramangala 5th Block,"Cafe, Continental, Salad, Steak",1200.0,Cafes,Koramangala 4th Block,Cafe,1,1,4
Cafe Graffiters,3.8,22,Koramangala 5th Block,"Cafe, Continental, Beverages",600.0,Cafes,Koramangala 4th Block,Cafe,1,0,3
The Yellow Tuk-Tuk Cafe,3.6,16,Koramangala 5th Block,"Cafe, Continental, Beverages",500.0,Cafes,Koramangala 4th Block,Cafe,1,0,3
Kargeens,4.1,991,Koramangala 6th Block,"Cafe, Continental, Italian",600.0,Cafes,Koramangala 4th Block,Cafe,1,0,3
Smally's Resto Cafe,4.2,1701,Koramangala 5th Block,"Cafe, Italian, Burger, American, Steak",650.0,Cafes,Koramangala 4th Block,Cafe,1,1,5
Mustard Cafe,4.1,889,Koramangala 3rd Block,"Cafe, Continental, Burger, Salad, Healthy Food, Italian",800.0,Cafes,Koramangala 4th Block,Cafe,1,0,6
White Fog,0.0,0,Koramangala 6th Block,"Cafe, Italian, Fast Food",800.0,Cafes,Koramangala 4th Block,Cafe,0,0,3
Fabindia Cafe,4.2,224,Koramangala 2nd Block,"Cafe, Street Food",200.0,Cafes,Koramangala 4th Block,Cafe,0,0,2
Fresh Pressery Cafe,4.1,138,Koramangala 5th Block,"Cafe, Healthy Food, Salad, Beverages, Desserts",1200.0,Cafes,Koramangala 4th Block,Cafe,1,0,5
Smoor,4.2,100,Koramangala 7th Block,"Desserts, Cafe, Beverages",900.0,Cafes,Koramangala 4th Block,Dessert Parlor,1,0,3
Tata Cha,3.7,31,Koramangala 7th Block,"Cafe, Tea, North Indian",500.0,Cafes,Koramangala 4th Block,Cafe,1,0,3
Vitamin Palace,4.1,172,Koramangala 7th Block,"Cafe, Beverages, Healthy Food, Juices",650.0,Cafes,Koramangala 4th Block,Cafe,0,0,4
TRIGEREATO,4.4,102,Koramangala 8th Block,"Cafe, Continental, Beverages",700.0,Cafes,Koramangala 4th Block,Cafe,1,1,3
The Yogisthaan Cafe,4.1,62,Koramangala 2nd Block,"Cafe, Healthy Food, Salad, Beverages",600.0,Cafes,Koramangala 4th Block,Cafe,1,0,4
Maxpresso,4.1,324,Koramangala 7th Block,"Cafe, American, Italian, Beverages",700.0,Cafes,Koramangala 4th Block,Cafe,0,0,4
